Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
699,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,19.0,4.0,4,12.0,massa,Felipe,Massa,25-04-1981,Brazilian,williams,Williams,British,3,58,Finished,Melbourne,Australia,-37.8497,144.968,0
2371,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,5.0,3.0,3,15.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,4,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3294,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,6.0,2.0,2,18.0,rosberg,Nico,Rosberg,27-06-1985,German,mercedes,Mercedes,German,2,58,Finished,Melbourne,Australia,-37.8497,144.968,1
3295,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,44.0,1.0,1,25.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,1,58,Finished,Melbourne,Australia,-37.8497,144.968,1
4035,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,12.0,5.0,5,10.0,nasr,Felipe,Nasr,21-08-1992,Brazilian,sauber,Sauber,Swiss,10,58,Finished,Melbourne,Australia,-37.8497,144.968,0
8617,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,55.0,9.0,9,2.0,sainz,Carlos,Sainz,01-09-1994,Spanish,toro_rosso,Toro Rosso,Italian,7,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8690,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,27.0,7.0,7,6.0,hulkenberg,Nico,HÌ_lkenberg,19-08-1987,German,force_india,Force India,Indian,13,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8691,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,11.0,10.0,10,1.0,perez,Sergio,PÌ©rez,26-01-1990,Mexican,force_india,Force India,Indian,14,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8940,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,9.0,8.0,8,4.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,15,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
9075,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,3.0,6.0,6,8.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,6,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
11831,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,33.0,,R,0.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,toro_rosso,Toro Rosso,Italian,11,32,Engine,Melbourne,Australia,-37.8497,144.968,0
13086,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,22.0,11.0,11,0.0,button,Jenson,Button,19-01-1980,British,mclaren,McLaren,British,16,56,+2 Laps,Melbourne,Australia,-37.8497,144.968,0
15399,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,13.0,,R,0.0,maldonado,Pastor,Maldonado,09-03-1985,Venezuelan,lotus_f1,Lotus F1,British,9,0,Accident,Melbourne,Australia,-37.8497,144.968,0
17649,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,77.0,,W,0.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,williams,Williams,British,0,0,Withdrew,Melbourne,Australia,-37.8497,144.968,0
17652,2015,1,Australian Grand Prix,15-03-2015,albert_park,Albert Park Grand Prix Circuit,20.0,,W,0.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,mclaren,McLaren,British,17,0,Withdrew,Melbourne,Australia,-37.8497,144.968,0
