Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
2959,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,16.0,2.0,2,6.0,bandini,Lorenzo,Bandini,21-12-1935,Italian,ferrari,Ferrari,Italian,5,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,0
5367,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,12.0,1.0,1,9.0,stewart,Jackie,Stewart,11-06-1939,British,brm,BRM,British,3,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,1
6417,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,7.0,,R,0.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham-repco,Brabham-Repco,British,11,17,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,0
10207,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,11.0,3.0,3,4.0,hill,Graham,Hill,15-02-1929,British,brm,BRM,British,4,99,+1 Lap,Monte-Carlo,Monaco,43.7347,7.42056,1
11225,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,2.0,,R,0.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,mclaren-ford,McLaren-Ford,British,10,9,Oil leak,Monte-Carlo,Monaco,43.7347,7.42056,0
12829,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,10.0,,R,0.0,rindt,Jochen,Rindt,18-04-1942,Austrian,cooper-maserati,Cooper-Maserati,British,7,56,Engine,Monte-Carlo,Monaco,43.7347,7.42056,0
12898,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,15.0,,R,0.0,anderson,Bob,Anderson,19-05-1931,British,brabham-climax,Brabham-Climax,British,8,3,Engine,Monte-Carlo,Monaco,43.7347,7.42056,0
15008,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,6.0,,R,0.0,spence,Mike,Spence,30-12-1936,British,lotus-brm,Lotus-BRM,British,12,34,Suspension,Monte-Carlo,Monaco,43.7347,7.42056,0
15015,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,4.0,,R,0.0,clark,Jim,Clark,04-03-1936,British,lotus-climax,Lotus-Climax,British,1,60,Suspension,Monte-Carlo,Monaco,43.7347,7.42056,0
16188,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,19.0,4.0,4,3.0,bondurant,Bob,Bondurant,27-04-1933,American,brm,BRM,British,16,95,+5 Laps,Monte-Carlo,Monaco,43.7347,7.42056,1
16624,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,18.0,,N,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,cooper-maserati,Cooper-Maserati,British,16,73,Not classified,Monte-Carlo,Monaco,43.7347,7.42056,0
16625,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,21.0,,N,0.0,ligier,Guy,Ligier,12-07-1930,French,cooper-maserati,Cooper-Maserati,British,15,75,Not classified,Monte-Carlo,Monaco,43.7347,7.42056,0
18021,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,14.0,,R,0.0,siffert,Jo,Siffert,07-07-1936,Swiss,brabham-brm,Brabham-BRM,British,13,35,Clutch,Monte-Carlo,Monaco,43.7347,7.42056,0
18147,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,17.0,,R,0.0,surtees,John,Surtees,11-02-1934,British,ferrari,Ferrari,Italian,2,16,Transmission,Monte-Carlo,Monaco,43.7347,7.42056,0
18330,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,9.0,,R,0.0,ginther,Richie,Ginther,05-08-1930,American,cooper-maserati,Cooper-Maserati,British,9,80,Transmission,Monte-Carlo,Monaco,43.7347,7.42056,0
18335,1966,1,Monaco Grand Prix,22-05-1966,monaco,Circuit de Monaco,8.0,,R,0.0,hulme,Denny,Hulme,18-06-1936,New Zealander,brabham-climax,Brabham-Climax,British,6,15,Transmission,Monte-Carlo,Monaco,43.7347,7.42056,0
2968,1966,2,Belgian Grand Prix,12-06-1966,spa,Circuit de Spa-Francorchamps,6.0,1.0,1,9.0,surtees,John,Surtees,11-02-1934,British,ferrari,Ferrari,Italian,1,28,Finished,Spa,Belgium,50.4372,5.97139,1
