Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
3025,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,1.0,3.0,3,4.0,phil_hill,Phil,Hill,20-04-1927,American,ferrari,Ferrari,Italian,9,80,Finished,Zandvoort,Netherlands,52.3888,4.54092,0
5396,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,17.0,1.0,1,9.0,hill,Graham,Hill,15-02-1929,British,brm,BRM,British,2,80,Finished,Zandvoort,Netherlands,52.3888,4.54092,1
5531,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,5.0,2.0,2,6.0,trevor_taylor,Trevor,Taylor,26-12-1936,British,lotus-climax,Lotus-Climax,British,10,80,Finished,Zandvoort,Netherlands,52.3888,4.54092,0
6437,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,6.0,,R,0.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,cooper-climax,Cooper-Climax,British,5,21,Gearbox,Zandvoort,Netherlands,52.3888,4.54092,0
6442,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,12.0,,R,0.0,gurney,Dan,Gurney,13-04-1931,American,porsche,Porsche,German,8,47,Gearbox,Zandvoort,Netherlands,52.3888,4.54092,0
8100,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,2.0,4.0,4,3.0,baghetti,Giancarlo,Baghetti,25-12-1934,Italian,ferrari,Ferrari,Italian,12,79,+1 Lap,Zandvoort,Netherlands,52.3888,4.54092,0
14379,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,7.0,5.0,5,2.0,maggs,Tony,Maggs,09-02-1937,South African,cooper-climax,Cooper-Climax,British,15,78,+2 Laps,Zandvoort,Netherlands,52.3888,4.54092,0
15258,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,3.0,,R,0.0,ricardo_rodriguez,Ricardo,RodrÌ_guez,14-02-1942,Mexican,ferrari,Ferrari,Italian,11,73,Accident,Zandvoort,Netherlands,52.3888,4.54092,0
15568,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,19.0,,R,0.0,surtees,John,Surtees,11-02-1934,British,lola,Lola,British,1,8,Accident,Zandvoort,Netherlands,52.3888,4.54092,0
15824,1962,1,Dutch Grand Prix,20-05-1962,zandvoort,Circuit Park Zandvoort,18.0,,R,0.0,ginther,Richie,Ginther,05-08-1930,American,brm,BRM,British,7,71,Accident,Zandvoort,Netherlands,52.3888,4.54092,1
