Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
5488,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,5.0,2.0,2,6.0,hill,Graham,Hill,15-02-1929,British,lotus-ford,Lotus-Ford,British,2,80,Finished,Midrand,South Africa,-25.9894,28.0767,1
5489,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,4.0,1.0,1,9.0,clark,Jim,Clark,04-03-1936,British,lotus-ford,Lotus-Ford,British,1,80,Finished,Midrand,South Africa,-25.9894,28.0767,1
5618,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,3.0,3.0,3,4.0,rindt,Jochen,Rindt,18-04-1942,Austrian,brabham-repco,Brabham-Repco,British,4,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
11154,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,9.0,,R,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,ferrari,Ferrari,Italian,11,51,Oil leak,Midrand,South Africa,-25.9894,28.0767,0
11213,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,14.0,,R,0.0,redman,Brian,Redman,09-03-1937,British,cooper-maserati,Cooper-Maserati,British,21,4,Oil leak,Midrand,South Africa,-25.9894,28.0767,0
11232,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,6.0,,R,0.0,gurney,Dan,Gurney,13-04-1931,American,eagle-weslake,Eagle-Weslake,American,12,58,Oil leak,Midrand,South Africa,-25.9894,28.0767,0
12872,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,16.0,,R,0.0,stewart,Jackie,Stewart,11-06-1939,British,matra-ford,Matra-Ford,French,3,43,Engine,Midrand,South Africa,-25.9894,28.0767,0
12893,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,2.0,,R,0.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham-repco,Brabham-Repco,British,5,16,Engine,Midrand,South Africa,-25.9894,28.0767,0
12936,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,25.0,,R,0.0,rooyen,Basil,van Rooyen,19-04-1939,South African,cooper-climax,Cooper-Climax,British,20,22,Engine,Midrand,South Africa,-25.9894,28.0767,0
13149,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,8.0,4.0,4,3.0,amon,Chris,Amon,20-07-1943,New Zealander,ferrari,Ferrari,Italian,8,78,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
14357,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,1.0,5.0,5,2.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren-brm,McLaren-BRM,British,9,78,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
15240,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,10.0,,R,0.0,adamich,Andrea,de Adamich,03-10-1941,Italian,ferrari,Ferrari,Italian,7,13,Accident,Midrand,South Africa,-25.9894,28.0767,0
16056,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,7.0,8.0,8,0.0,surtees,John,Surtees,11-02-1934,British,honda,Honda,Japanese,6,75,+5 Laps,Midrand,South Africa,-25.9894,28.0767,0
16209,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,17.0,9.0,9,0.0,love,John,Love,07-12-1924,Rhodesian,brabham-repco,Brabham-Repco,British,17,75,+5 Laps,Midrand,South Africa,-25.9894,28.0767,0
16309,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,20.0,,R,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,cooper-maserati,Cooper-Maserati,British,19,46,Overheating,Midrand,South Africa,-25.9894,28.0767,0
16332,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,18.0,,R,0.0,tingle,Sam,Tingle,24-08-1921,Rhodesian,lds,LDS,South African,22,35,Overheating,Midrand,South Africa,-25.9894,28.0767,0
16638,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,23.0,,N,0.0,pretorius,Jackie,Pretorius,22-11-1934,South African,brabham-climax,Brabham-Climax,British,23,71,Not classified,Midrand,South Africa,-25.9894,28.0767,0
19025,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,19.0,7.0,7,0.0,siffert,Jo,Siffert,07-07-1936,Swiss,cooper-maserati,Cooper-Maserati,British,16,77,+3 Laps,Midrand,South Africa,-25.9894,28.0767,0
19047,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,21.0,6.0,6,1.0,beltoise,Jean-Pierre,Beltoise,26-04-1937,French,matra-ford,Matra-Ford,French,18,77,+3 Laps,Midrand,South Africa,-25.9894,28.0767,0
19677,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,11.0,,R,0.0,rodriguez,Pedro,RodrÌ_guez,18-01-1940,Mexican,brm,BRM,British,10,20,Fuel system,Midrand,South Africa,-25.9894,28.0767,0
19678,1968,1,South African Grand Prix,01-01-1968,kyalami,Kyalami,12.0,,R,0.0,spence,Mike,Spence,30-12-1936,British,brm,BRM,British,14,7,Fuel system,Midrand,South Africa,-25.9894,28.0767,0
