Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
702,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,19.0,6.0,6,8.0,massa,Felipe,Massa,25-04-1981,Brazilian,williams,Williams,British,7,57,Finished,Melbourne,Australia,-37.8497,144.968,0
2373,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,5.0,1.0,1,25.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,2,57,Finished,Melbourne,Australia,-37.8497,144.968,1
2374,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,7.0,4.0,4,12.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,ferrari,Ferrari,Italian,4,57,Finished,Melbourne,Australia,-37.8497,144.968,1
3502,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,44.0,2.0,2,18.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,1,57,Finished,Melbourne,Australia,-37.8497,144.968,0
3503,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,77.0,3.0,3,15.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,mercedes,Mercedes,German,3,57,Finished,Melbourne,Australia,-37.8497,144.968,0
4392,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,33.0,5.0,5,10.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,red_bull,Red Bull,Austrian,5,57,Finished,Melbourne,Australia,-37.8497,144.968,0
7353,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,27.0,11.0,11,0.0,hulkenberg,Nico,HÌ_lkenberg,19-08-1987,German,renault,Renault,French,11,56,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8587,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,26.0,9.0,9,2.0,kvyat,Daniil,Kvyat,26-04-1994,Russian,toro_rosso,Toro Rosso,Italian,9,56,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8588,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,55.0,8.0,8,4.0,sainz,Carlos,Sainz,01-09-1994,Spanish,toro_rosso,Toro Rosso,Italian,8,56,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8727,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,11.0,7.0,7,6.0,perez,Sergio,PÌ©rez,26-01-1990,Mexican,force_india,Force India,Indian,10,56,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8728,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,31.0,10.0,10,1.0,ocon,Esteban,Ocon,17-09-1996,French,force_india,Force India,Indian,13,56,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
13088,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,2.0,13.0,13,0.0,vandoorne,Stoffel,Vandoorne,26-03-1992,Belgian,mclaren,McLaren,British,18,55,+2 Laps,Melbourne,Australia,-37.8497,144.968,0
13484,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,36.0,12.0,12,0.0,giovinazzi,Antonio,Giovinazzi,14-12-1993,Italian,sauber,Sauber,Swiss,16,55,+2 Laps,Melbourne,Australia,-37.8497,144.968,0
14592,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,9.0,,R,0.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,14,21,Hydraulics,Melbourne,Australia,-37.8497,144.968,0
14908,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,20.0,,R,0.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,haas,Haas F1 Team,American,17,46,Suspension,Melbourne,Australia,-37.8497,144.968,0
16659,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,30.0,,R,0.0,jolyon_palmer,Jolyon,Palmer,20-01-1991,British,renault,Renault,French,19,15,Brakes,Melbourne,Australia,-37.8497,144.968,0
16672,2017,1,Australian Grand Prix,26-03-2017,albert_park,Albert Park Grand Prix Circuit,18.0,,R,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,20,40,Brakes,Melbourne,Australia,-37.8497,144.968,0
