Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
5370,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,8.0,1.0,1,9.0,hill,Graham,Hill,15-02-1929,British,brm,BRM,British,3,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,1
5872,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,21.0,,R,0.0,surtees,John,Surtees,11-02-1934,British,ferrari,Ferrari,Italian,4,15,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,0
5873,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,20.0,10.0,10,0.0,bandini,Lorenzo,Bandini,21-12-1935,Italian,ferrari,Ferrari,Italian,7,68,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,0
6419,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,6.0,,R,0.0,gurney,Dan,Gurney,13-04-1931,American,brabham-climax,Brabham-Climax,British,5,62,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,0
6420,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,16.0,7.0,7,0.0,anderson,Bob,Anderson,19-05-1931,British,brabham-climax,Brabham-Climax,British,12,86,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,0
10208,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,7.0,2.0,2,6.0,ginther,Richie,Ginther,05-08-1930,American,brm,BRM,British,8,99,+1 Lap,Monte-Carlo,Monaco,43.7347,7.42056,1
12866,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,12.0,4.0,4,3.0,clark,Jim,Clark,04-03-1936,British,lotus-climax,Lotus-Climax,British,1,96,Engine,Monte-Carlo,Monaco,43.7347,7.42056,0
15038,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,9.0,9.0,9,0.0,phil_hill,Phil,Hill,20-04-1927,American,cooper-climax,Cooper-Climax,British,9,70,Suspension,Monte-Carlo,Monaco,43.7347,7.42056,0
16297,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,4.0,,R,0.0,trintignant,Maurice,Trintignant,30-10-1917,French,brm,BRM,British,13,53,Overheating,Monte-Carlo,Monaco,43.7347,7.42056,1
16484,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,5.0,,R,0.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham-climax,Brabham-Climax,British,2,29,Injection,Monte-Carlo,Monaco,43.7347,7.42056,0
17159,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,18.0,6.0,6,1.0,hailwood,Mike,Hailwood,02-04-1940,British,lotus-brm,Lotus-BRM,British,15,96,+4 Laps,Monte-Carlo,Monaco,43.7347,7.42056,0
17197,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,19.0,5.0,5,2.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,cooper-climax,Cooper-Climax,British,11,96,+4 Laps,Monte-Carlo,Monaco,43.7347,7.42056,0
17746,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,22.0,,W,0.0,baghetti,Giancarlo,Baghetti,25-12-1934,Italian,brm,BRM,British,0,0,Withdrew,Monte-Carlo,Monaco,43.7347,7.42056,1
17747,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,23.0,,W,0.0,maggs,Tony,Maggs,09-02-1937,South African,brm,BRM,British,0,0,Withdrew,Monte-Carlo,Monaco,43.7347,7.42056,1
17767,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,14.0,,W,0.0,ireland,Innes,Ireland,12-06-1930,British,lotus-brm,Lotus-BRM,British,0,0,Withdrew,Monte-Carlo,Monaco,43.7347,7.42056,0
17843,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,1.0,,W,0.0,andre_pilette,Andr̩,Pilette,06-10-1918,Belgian,scirocco,Scirocco,British,0,0,Withdrew,Monte-Carlo,Monaco,43.7347,7.42056,0
18376,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,10.0,,R,0.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,cooper-climax,Cooper-Climax,British,10,17,Wheel bearing,Monte-Carlo,Monaco,43.7347,7.42056,0
19044,1964,1,Monaco Grand Prix,10-05-1964,monaco,Circuit de Monaco,11.0,3.0,3,4.0,arundell,Peter,Arundell,08-11-1933,British,lotus-climax,Lotus-Climax,British,6,97,+3 Laps,Monte-Carlo,Monaco,43.7347,7.42056,0
