Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
284,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,10.0,3.0,3,15.0,petrov,Vitaly,Petrov,08-09-1984,Russian,renault,Renault,French,6,58,Finished,Melbourne,Australia,-37.8497,144.968,0
1240,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,4.0,6.0,6,8.0,button,Jenson,Button,19-01-1980,British,mclaren,McLaren,British,4,58,Finished,Melbourne,Australia,-37.8497,144.968,0
1241,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,3.0,2.0,2,18.0,hamilton,Lewis,Hamilton,07-01-1985,British,mclaren,McLaren,British,2,58,Finished,Melbourne,Australia,-37.8497,144.968,0
2201,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,5.0,4.0,4,12.0,alonso,Fernando,Alonso,29-07-1981,Spanish,ferrari,Ferrari,Italian,5,58,Finished,Melbourne,Australia,-37.8497,144.968,0
2202,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,6.0,7.0,7,6.0,massa,Felipe,Massa,25-04-1981,Brazilian,ferrari,Ferrari,Italian,8,58,Finished,Melbourne,Australia,-37.8497,144.968,0
4145,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,2.0,5.0,5,10.0,webber,Mark,Webber,27-08-1976,Australian,red_bull,Red Bull,Austrian,3,58,Finished,Melbourne,Australia,-37.8497,144.968,1
4146,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,1.0,1.0,1,25.0,vettel,Sebastian,Vettel,03-07-1987,German,red_bull,Red Bull,Austrian,1,58,Finished,Melbourne,Australia,-37.8497,144.968,1
6788,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,8.0,,R,0.0,rosberg,Nico,Rosberg,27-06-1985,German,mercedes,Mercedes,German,7,22,Collision,Melbourne,Australia,-37.8497,144.968,0
6789,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,7.0,,R,0.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,mercedes,Mercedes,German,11,19,Collision,Melbourne,Australia,-37.8497,144.968,0
7320,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,9.0,12.0,12,0.0,heidfeld,Nick,Heidfeld,10-05-1977,German,renault,Renault,French,18,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8475,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,18.0,8.0,8,4.0,buemi,SÌ©bastien,Buemi,31-10-1988,Swiss,toro_rosso,Toro Rosso,Italian,10,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8476,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,19.0,11.0,11,0.0,alguersuari,Jaime,Alguersuari,23-03-1990,Spanish,toro_rosso,Toro Rosso,Italian,12,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8637,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,14.0,9.0,9,2.0,sutil,Adrian,Sutil,11-01-1983,German,force_india,Force India,Indian,16,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
8638,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,15.0,10.0,10,1.0,resta,Paul,di Resta,16-04-1986,British,force_india,Force India,Indian,14,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
13364,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,21.0,13.0,13,0.0,trulli,Jarno,Trulli,13-07-1974,Italian,lotus_racing,Lotus,Malaysian,20,56,+2 Laps,Melbourne,Australia,-37.8497,144.968,0
16926,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,25.0,14.0,14,0.0,ambrosio,JÌ©rÌ«me,d'Ambrosio,27-12-1985,Belgian,virgin,Virgin,British,22,54,+4 Laps,Melbourne,Australia,-37.8497,144.968,0
18112,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,11.0,,R,0.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,williams,Williams,British,17,48,Transmission,Melbourne,Australia,-37.8497,144.968,0
18113,2011,1,Australian Grand Prix,27-03-2011,albert_park,Albert Park Grand Prix Circuit,12.0,,R,0.0,maldonado,Pastor,Maldonado,09-03-1985,Venezuelan,williams,Williams,British,15,9,Transmission,Melbourne,Australia,-37.8497,144.968,0
