Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
5468,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,1.0,2.0,2,6.0,hill,Graham,Hill,15-02-1929,British,lotus-ford,Lotus-Ford,British,7,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
5469,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,4.0,4.0,4,3.0,siffert,Jo,Siffert,07-07-1936,Swiss,lotus-ford,Lotus-Ford,British,12,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
5566,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,7.0,1.0,1,9.0,stewart,Jackie,Stewart,11-06-1939,British,matra-ford,Matra-Ford,French,4,80,Finished,Midrand,South Africa,-25.9894,28.0767,1
5587,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,5.0,3.0,3,4.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren-ford,McLaren-Ford,British,3,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
6374,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,3.0,,R,0.0,mario_andretti,Mario,Andretti,28-02-1940,American,lotus-ford,Lotus-Ford,British,6,31,Gearbox,Midrand,South Africa,-25.9894,28.0767,0
10327,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,6.0,5.0,5,2.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,mclaren-ford,McLaren-Ford,British,8,79,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
11649,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,9.0,,R,0.0,amon,Chris,Amon,20-07-1943,New Zealander,ferrari,Ferrari,Italian,5,34,Engine,Midrand,South Africa,-25.9894,28.0767,0
12761,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,10.0,,R,0.0,surtees,John,Surtees,11-02-1934,British,brm,BRM,British,18,40,Engine,Midrand,South Africa,-25.9894,28.0767,0
14335,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,8.0,6.0,6,1.0,beltoise,Jean-Pierre,Beltoise,26-04-1937,French,matra-ford,Matra-Ford,French,11,78,+2 Laps,Midrand,South Africa,-25.9894,28.0767,1
16002,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,15.0,,R,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,brabham-ford,Brabham-Ford,British,13,20,Ignition,Midrand,South Africa,-25.9894,28.0767,0
16014,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,16.0,,R,0.0,love,John,Love,07-12-1924,Rhodesian,lotus-ford,Lotus-Ford,British,10,31,Ignition,Midrand,South Africa,-25.9894,28.0767,0
16632,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,19.0,,N,0.0,klerk,Peter,de Klerk,16-03-1935,South African,brabham-repco,Brabham-Repco,British,16,67,Not classified,Midrand,South Africa,-25.9894,28.0767,0
16856,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,18.0,,R,0.0,rooyen,Basil,van Rooyen,19-04-1939,South African,mclaren-ford,McLaren-Ford,British,9,12,Brakes,Midrand,South Africa,-25.9894,28.0767,0
19000,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,11.0,7.0,7,0.0,oliver,Jackie,Oliver,14-08-1942,British,brm,BRM,British,14,77,+3 Laps,Midrand,South Africa,-25.9894,28.0767,0
20906,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,14.0,,R,0.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham-ford,Brabham-Ford,British,1,32,Handling,Midrand,South Africa,-25.9894,28.0767,0
20991,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,17.0,8.0,8,0.0,tingle,Sam,Tingle,24-08-1921,Rhodesian,brabham-repco,Brabham-Repco,British,17,73,+7 Laps,Midrand,South Africa,-25.9894,28.0767,0
21051,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,2.0,,R,0.0,rindt,Jochen,Rindt,18-04-1942,Austrian,lotus-ford,Lotus-Ford,British,2,44,Fuel pump,Midrand,South Africa,-25.9894,28.0767,0
21248,1969,1,South African Grand Prix,01-03-1969,kyalami,Kyalami,12.0,,R,0.0,rodriguez,Pedro,RodrÌ_guez,18-01-1940,Mexican,brm,BRM,British,15,38,Water leak,Midrand,South Africa,-25.9894,28.0767,0
5569,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,7.0,1.0,1,9.0,stewart,Jackie,Stewart,11-06-1939,British,matra-ford,Matra-Ford,French,4,90,Finished,Barcelona,Spain,41.3664,2.15167,2
11211,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,10.0,,R,0.0,siffert,Jo,Siffert,07-07-1936,Swiss,lotus-ford,Lotus-Ford,British,6,30,Oil leak,Barcelona,Spain,41.3664,2.15167,0
11652,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,15.0,,R,0.0,amon,Chris,Amon,20-07-1943,New Zealander,ferrari,Ferrari,Italian,2,56,Engine,Barcelona,Spain,41.3664,2.15167,0
12630,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,3.0,,R,0.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham-ford,Brabham-Ford,British,5,51,Engine,Barcelona,Spain,41.3664,2.15167,0
12631,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,11.0,,R,0.0,courage,Piers,Courage,27-05-1942,British,brabham-ford,Brabham-Ford,British,11,18,Engine,Barcelona,Spain,41.3664,2.15167,0
12770,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,9.0,,R,0.0,rodriguez,Pedro,RodrÌ_guez,18-01-1940,Mexican,brm,BRM,British,14,73,Engine,Barcelona,Spain,41.3664,2.15167,0
14343,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,6.0,2.0,2,6.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,mclaren-ford,McLaren-Ford,British,13,88,+2 Laps,Barcelona,Spain,41.3664,2.15167,0
15859,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,1.0,,R,0.0,hill,Graham,Hill,15-02-1929,British,lotus-ford,Lotus-Ford,British,3,8,Accident,Barcelona,Spain,41.3664,2.15167,0
15860,1969,2,Spanish Grand Prix,04-05-1969,montjuic,MontjuÌøc,2.0,,R,0.0,rindt,Jochen,Rindt,18-04-1942,Austrian,lotus-ford,Lotus-Ford,British,1,19,Accident,Barcelona,Spain,41.3664,2.15167,0
