ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
6519,1227,50,56,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,28.0,1,1,8.0,moss,Stirling,Moss,17-09-2029,British,maserati,Maserati,Italian,2,100,Finished,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
6580,1228,50,54,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,26.0,2,2,3.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,9,100,Finished,,Monte-Carlo,Monaco,43.7347,7.42056
6583,1229,50,56,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,26.0,2,2,4.0,fangio,Juan,Fangio,24-06-2011,Argentine,ferrari,Ferrari,Italian,9,100,Finished,,Monte-Carlo,Monaco,43.7347,7.42056
6639,1230,50,53,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,30.0,3,3,4.0,behra,Jean,Behra,16-02-2021,French,maserati,Maserati,Italian,4,99,+1 Lap,,Monte-Carlo,Monaco,43.7347,7.42056
6705,1232,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,20.0,4,4,1.5,castellotti,Eugenio,Castellotti,10-10-1930,Italian,ferrari,Ferrari,Italian,1,99,+1 Lap,,Monte-Carlo,Monaco,43.7347,7.42056
6710,1231,50,53,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,20.0,4,4,1.5,fangio,Juan,Fangio,24-06-2011,Argentine,ferrari,Ferrari,Italian,1,99,+1 Lap,,Monte-Carlo,Monaco,43.7347,7.42056
6776,1233,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,6.0,5,5,2.0,ramos,Hernando,da Silva Ramos,07-12-2025,Brazilian,gordini,Gordini,French,14,93,+7 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6833,1235,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,4.0,6,6,0.0,bayol,Ã‰lie,Bayol,28-02-2014,French,gordini,Gordini,French,11,88,+12 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6874,1234,50,52,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,4.0,6,6,0.0,andre_pilette,AndrÃ©,Pilette,06-10-2018,Belgian,gordini,Gordini,French,11,88,+12 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6932,1236,50,54,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,32.0,7,7,0.0,perdisa,Cesare,Perdisa,21-10-1932,Italian,maserati,Maserati,Italian,7,86,+14 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6979,1237,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,18.0,8,8,0.0,gould,Horace,Gould,20-09-2018,British,maserati,Maserati,Italian,16,85,+15 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
7064,1238,50,53,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,2.0,9,R,0.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,12,90,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7139,1239,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,8.0,10,R,0.0,rosier,Louis,Rosier,05-11-2005,French,maserati,Maserati,Italian,15,72,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7171,1240,50,57,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,22.0,11,R,0.0,castellotti,Eugenio,Castellotti,10-10-1930,Italian,ferrari,Ferrari,Italian,3,14,Clutch,,Monte-Carlo,Monaco,43.7347,7.42056
7279,1241,50,60,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,14.0,12,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,vanwall,Vanwall,British,6,13,Overheating,,Monte-Carlo,Monaco,43.7347,7.42056
7338,1242,50,54,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,16.0,13,R,0.0,schell,Harry,Schell,29-06-2021,American,vanwall,Vanwall,British,5,2,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7393,1243,50,69,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,24.0,14,R,0.0,musso,Luigi,Musso,28-07-2024,Italian,ferrari,Ferrari,Italian,8,2,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7461,1244,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,36.0,15,F,0.0,scarlatti,Giorgio,Scarlatti,02-10-2021,Italian,ferrari,Ferrari,Italian,0,0,Did not qualify,,Monte-Carlo,Monaco,43.7347,7.42056
7499,1245,50,58,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,10.0,16,W,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,brm,BRM,British,0,0,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7554,1246,50,67,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,12.0,17,W,0.0,brooks,Tony,Brooks,25-02-1932,British,brm,BRM,British,0,0,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7619,1247,50,50,1956,2,Monaco Grand Prix,13-05-1956,monaco,Circuit de Monaco,34.0,18,W,0.0,chiron,Louis,Chiron,1899-08-03,Monegasque,maserati,Maserati,Italian,0,0,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
8073,1320,54,55,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,1.0,1,1,8.0,fangio,Juan,Fangio,24-06-2011,Argentine,ferrari,Ferrari,Italian,2,101,Finished,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
8127,1321,54,56,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,4.0,2,2,3.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,12,100,+1 Lap,,Silverstone,UK,52.0786,-1.01694
8128,1322,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,4.0,2,2,3.0,portago,Alfonso,de Portago,11-10-2028,Spanish,ferrari,Ferrari,Italian,12,100,+1 Lap,,Silverstone,UK,52.0786,-1.01694
8172,1323,54,55,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,8.0,3,3,4.0,behra,Jean,Behra,16-02-2021,French,maserati,Maserati,Italian,13,99,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8230,1324,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,21.0,4,4,3.0,fairman,Jack,Fairman,15-03-2013,British,connaught,Connaught,British,21,98,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8286,1325,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,31.0,5,5,2.0,gould,Horace,Gould,20-09-2018,British,maserati,Maserati,Italian,14,97,+4 Laps,,Silverstone,UK,52.0786,-1.01694
8370,1326,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,11.0,6,6,0.0,villoresi,Luigi,Villoresi,16-05-2009,Italian,maserati,Maserati,Italian,19,96,+5 Laps,,Silverstone,UK,52.0786,-1.01694
8413,1327,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,9.0,7,7,0.0,perdisa,Cesare,Perdisa,21-10-1932,Italian,maserati,Maserati,Italian,15,95,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8438,1328,54,65,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,10.0,8,8,0.0,godia,Paco,Godia,21-03-2021,Spanish,maserati,Maserati,Italian,25,94,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8501,1329,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,15.0,9,9,0.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,18,94,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8542,1331,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,3.0,10,10,0.0,castellotti,Eugenio,Castellotti,10-10-1930,Italian,ferrari,Ferrari,Italian,8,92,+9 Laps,,Silverstone,UK,52.0786,-1.01694
8546,1330,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,3.0,10,10,0.0,portago,Alfonso,de Portago,11-10-2028,Spanish,ferrari,Ferrari,Italian,8,92,+9 Laps,,Silverstone,UK,52.0786,-1.01694
8605,1332,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,26.0,11,11,0.0,gerard,Bob,Gerard,19-01-2014,British,cooper,Cooper,British,22,88,+13 Laps,,Silverstone,UK,52.0786,-1.01694
8673,1333,54,61,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,7.0,12,R,1.0,moss,Stirling,Moss,17-09-2029,British,maserati,Maserati,Italian,1,94,Axle,,Silverstone,UK,52.0786,-1.01694
8732,1334,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,16.0,13,R,0.0,schell,Harry,Schell,29-06-2021,American,vanwall,Vanwall,British,5,87,Fuel system,,Silverstone,UK,52.0786,-1.01694
8785,1335,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,20.0,14,R,0.0,titterington,Desmond,Titterington,01-05-2028,British,connaught,Connaught,British,11,74,Engine,,Silverstone,UK,52.0786,-1.01694
8840,1336,54,94,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,17.0,15,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,vanwall,Vanwall,British,16,74,Fuel system,,Silverstone,UK,52.0786,-1.01694
8859,1337,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,14.0,16,R,0.0,ramos,Hernando,da Silva Ramos,07-12-2025,Brazilian,gordini,Gordini,French,26,71,Axle,,Silverstone,UK,52.0786,-1.01694
8902,1338,54,54,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,2.0,17,R,0.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,4,64,Oil pressure,,Silverstone,UK,52.0786,-1.01694
8988,1339,54,62,1956,6,British Grand Prix,14-07-1956,silverstone,Silverstone Circuit,28.0,18,R,0.0,salvadori,Roy,Salvadori,12-05-2022,British,maserati,Maserati,Italian,7,59,Fuel system,,Silverstone,UK,52.0786,-1.01694
