Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
1996,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,33.0,4.0,4,3.0,hailwood,Mike,Hailwood,02-04-1940,British,mclaren,McLaren,British,9,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,1
1997,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,6.0,1.0,1,9.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren,McLaren,British,10,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,1
2828,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,12.0,2.0,2,6.0,lauda,Niki,Lauda,22-02-1949,Austrian,ferrari,Ferrari,Italian,8,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
2829,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,11.0,3.0,3,4.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,2,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
4756,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,4.0,6.0,6,1.0,depailler,Patrick,Depailler,09-08-1944,French,tyrrell,Tyrrell,British,15,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
5364,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,14.0,5.0,5,2.0,beltoise,Jean-Pierre,Beltoise,26-04-1937,French,brm,BRM,British,14,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
6204,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,8.0,,R,0.0,robarts,Richard,Robarts,22-09-1944,British,brabham,Brabham,British,22,36,Gearbox,Buenos Aires,Argentina,-34.6943,-58.4593,0
7907,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,5.0,10.0,10,0.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,mclaren,McLaren,British,3,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,1
10205,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,15.0,9.0,9,0.0,pescarolo,Henri,Pescarolo,25-09-1942,French,brm,BRM,British,21,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
12111,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,3.0,,R,0.0,scheckter,Jody,Scheckter,29-01-1950,South African,tyrrell,Tyrrell,British,12,25,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
12256,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,26.0,,R,0.0,hill,Graham,Hill,15-02-1929,British,lola,Lola,British,17,45,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
12659,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,19.0,,R,0.0,mass,Jochen,Mass,30-09-1946,German,surtees,Surtees,British,18,10,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
13929,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,27.0,11.0,11,0.0,edwards,Guy,Edwards,30-12-1942,British,lola,Lola,British,25,51,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14955,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,18.0,,R,0.0,pace,Carlos,Pace,06-10-1944,Brazilian,surtees,Surtees,British,11,21,Suspension,Buenos Aires,Argentina,-34.6943,-58.4593,0
15699,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,17.0,,R,0.0,jarier,Jean-Pierre,Jarier,10-07-1946,French,shadow,Shadow,British,16,0,Accident,Buenos Aires,Argentina,-34.6943,-58.4593,0
15700,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,16.0,,R,0.0,revson,Peter,Revson,27-02-1939,American,shadow,Shadow,British,4,1,Accident,Buenos Aires,Argentina,-34.6943,-58.4593,0
16125,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,1.0,13.0,13,0.0,peterson,Ronnie,Peterson,14-02-1944,Swedish,team_lotus,Team Lotus,British,1,48,+5 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
16280,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,24.0,,R,0.0,hunt,James,Hunt,29-08-1947,British,march,March,British,5,11,Overheating,Buenos Aires,Argentina,-34.6943,-58.4593,0
16292,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,20.0,,R,0.0,merzario,Arturo,Merzario,11-03-1943,Italian,iso_marlboro,Iso Marlboro,British,13,19,Overheating,Buenos Aires,Argentina,-34.6943,-58.4593,0
17030,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,28.0,12.0,12,0.0,watson,John,Watson,04-05-1946,British,brabham,Brabham,British,20,49,+4 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
17946,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,2.0,,R,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,team_lotus,Team Lotus,British,7,36,Clutch,Buenos Aires,Argentina,-34.6943,-58.4593,0
17979,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,9.0,,R,0.0,stuck,Hans-Joachim,Stuck,01-01-1951,German,march,March,British,23,31,Clutch,Buenos Aires,Argentina,-34.6943,-58.4593,0
20763,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,7.0,7.0,7,0.0,reutemann,Carlos,Reutemann,12-04-1942,Argentine,brabham,Brabham,British,6,52,Out of fuel,Buenos Aires,Argentina,-34.6943,-58.4593,0
20777,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,10.0,8.0,8,0.0,ganley,Howden,Ganley,24-12-1941,New Zealander,march,March,British,19,52,Out of fuel,Buenos Aires,Argentina,-34.6943,-58.4593,0
21247,1974,1,Argentine Grand Prix,13-01-1974,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,37.0,,R,0.0,migault,FranÃ§ois,Migault,04-12-1944,French,brm,BRM,British,24,31,Water leak,Buenos Aires,Argentina,-34.6943,-58.4593,0
1994,1974,2,Brazilian Grand Prix,27-01-1974,interlagos,AutÃ_dromo JosÃ© Carlos Pace,5.0,1.0,1,9.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,mclaren,McLaren,British,1,32,Finished,SÃ£o Paulo,Brazil,-23.7036,-46.6997,2
2817,1974,2,Brazilian Grand Prix,27-01-1974,interlagos,AutÃ_dromo JosÃ© Carlos Pace,11.0,2.0,2,6.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,8,32,Finished,SÃ£o Paulo,Brazil,-23.7036,-46.6997,0
7904,1974,2,Brazilian Grand Prix,27-01-1974,interlagos,AutÃ_dromo JosÃ© Carlos Pace,33.0,5.0,5,2.0,hailwood,Mike,Hailwood,02-04-1940,British,mclaren,McLaren,British,7,31,+1 Lap,SÃ£o Paulo,Brazil,-23.7036,-46.6997,2
7905,1974,2,Brazilian Grand Prix,27-01-1974,interlagos,AutÃ_dromo JosÃ© Carlos Pace,6.0,12.0,12,0.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren,McLaren,British,11,31,+1 Lap,SÃ£o Paulo,Brazil,-23.7036,-46.6997,2
