Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
5128,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,12.0,1.0,1,9.0,jack_brabham,Jack,Brabham,02-04-1926,Australian,brabham,Brabham,British,3,80,Finished,Midrand,South Africa,-25.9894,28.0767,1
5189,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,1.0,3.0,3,4.0,stewart,Jackie,Stewart,11-06-1939,British,march,March,British,1,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
5509,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,3.0,4.0,4,3.0,beltoise,Jean-Pierre,Beltoise,26-04-1937,French,matra,Matra,French,8,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
5586,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,6.0,2.0,2,6.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren-ford,McLaren-Ford,British,6,80,Finished,Midrand,South Africa,-25.9894,28.0767,0
6364,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,19.0,,R,0.0,oliver,Jackie,Oliver,14-08-1942,British,brm,BRM,British,12,22,Gearbox,Midrand,South Africa,-25.9894,28.0767,0
9725,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,11.0,6.0,6,1.0,hill,Graham,Hill,15-02-1929,British,team_lotus,Team Lotus,British,19,79,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
9726,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,10.0,5.0,5,2.0,miles,John,Miles,14-06-1943,British,team_lotus,Team Lotus,British,14,79,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
11646,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,17.0,,R,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,ferrari,Ferrari,Italian,5,60,Engine,Midrand,South Africa,-25.9894,28.0767,0
12240,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,9.0,13.0,13,0.0,rindt,Jochen,Rindt,18-04-1942,Austrian,team_lotus,Team Lotus,British,4,72,Engine,Midrand,South Africa,-25.9894,28.0767,0
12241,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,25.0,12.0,12,0.0,charlton,Dave,Charlton,27-10-1936,South African,team_lotus,Team Lotus,British,13,73,Engine,Midrand,South Africa,-25.9894,28.0767,0
12334,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,14.0,,R,0.0,stommelen,Rolf,Stommelen,11-07-1943,German,brabham,Brabham,British,15,23,Engine,Midrand,South Africa,-25.9894,28.0767,1
12496,1970,1,South African Grand Prix,07-03-1970,kyalami,Kyalami,2.0,,R,0.0,gavin,Johnny,Servoz-Gavin,18-01-1942,French,march,March,British,17,57,Engine,Midrand,South Africa,-25.9894,28.0767,0
