ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
6506,1418,58,60,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,32.0,1,1,9.0,fangio,Juan,Fangio,24-06-2011,Argentine,maserati,Maserati,Italian,1,105,Finished,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
6575,1419,58,76,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,20.0,2,2,6.0,brooks,Tony,Brooks,25-02-1932,British,vanwall,Vanwall,British,4,105,Finished,,Monte-Carlo,Monaco,43.7347,7.42056
6653,1420,58,78,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,2.0,3,3,4.0,gregory,Masten,Gregory,29-02-1932,American,maserati,Maserati,Italian,10,103,+2 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6722,1421,58,71,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,10.0,4,4,3.0,lewis-evans,Stuart,Lewis-Evans,20-04-1930,British,connaught,Connaught,British,13,102,+3 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6817,1422,58,80,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,30.0,5,5,2.0,trintignant,Maurice,Trintignant,30-10-2017,French,ferrari,Ferrari,Italian,6,100,+5 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6835,1423,58,70,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,14.0,6,6,0.0,jack_brabham,Jack,Brabham,02-04-2026,Australian,cooper,Cooper,British,15,100,+5 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6916,1425,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,24.0,7,R,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,ferrari,Ferrari,Italian,9,95,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
6953,1424,58,66,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,24.0,7,R,0.0,trips,Wolfgang,von Trips,04-05-2028,German,ferrari,Ferrari,Italian,9,95,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7008,1427,58,79,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,34.0,8,R,0.0,scarlatti,Giorgio,Scarlatti,02-10-2021,Italian,maserati,Maserati,Italian,14,64,Oil leak,,Monte-Carlo,Monaco,43.7347,7.42056
7009,1426,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,34.0,8,R,0.0,schell,Harry,Schell,29-06-2021,American,maserati,Maserati,Italian,14,64,Oil leak,,Monte-Carlo,Monaco,43.7347,7.42056
7048,1428,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,6.0,9,R,0.0,flockhart,Ron,Flockhart,16-06-2023,British,brm,BRM,British,11,60,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7131,1429,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,36.0,10,R,0.0,menditeguy,Carlos,Menditeguy,10-08-2014,Argentine,maserati,Maserati,Italian,7,51,Spun off,,Monte-Carlo,Monaco,43.7347,7.42056
7166,1430,58,72,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,12.0,11,R,0.0,bueb,Ivor,Bueb,06-06-2023,British,connaught,Connaught,British,16,47,Fuel leak,,Monte-Carlo,Monaco,43.7347,7.42056
7275,1431,58,70,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,38.0,12,R,0.0,schell,Harry,Schell,29-06-2021,American,maserati,Maserati,Italian,8,23,Suspension,,Monte-Carlo,Monaco,43.7347,7.42056
7304,1432,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,22.0,13,R,0.0,gould,Horace,Gould,20-09-2018,British,maserati,Maserati,Italian,12,10,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7364,1433,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,26.0,14,R,0.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,2,4,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7447,1434,58,81,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,18.0,15,R,0.0,moss,Stirling,Moss,17-09-2029,British,vanwall,Vanwall,British,3,4,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7500,1435,58,58,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,28.0,16,R,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,ferrari,Ferrari,Italian,5,4,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7593,1436,58,103,1957,2,Monaco Grand Prix,19-05-1957,monaco,Circuit de Monaco,8.0,17,F,0.0,salvadori,Roy,Salvadori,12-05-2022,British,brm,BRM,British,0,0,Did not qualify,,Monte-Carlo,Monaco,43.7347,7.42056
