Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
1965,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,1.0,1.0,1,9.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,mclaren,McLaren,British,5,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,1
2826,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,12.0,6.0,6,1.0,lauda,Niki,Lauda,22-02-1949,Austrian,ferrari,Ferrari,Italian,4,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
2827,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,11.0,4.0,4,3.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,7,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
4755,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,4.0,5.0,5,2.0,depailler,Patrick,Depailler,09-08-1944,French,tyrrell,Tyrrell,British,8,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
5114,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,7.0,3.0,3,4.0,reutemann,Carlos,Reutemann,12-04-1942,Argentine,brabham,Brabham,British,3,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
5297,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,24.0,2.0,2,6.0,hunt,James,Hunt,29-08-1947,British,hesketh,Hesketh,British,6,53,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
5803,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,21.0,,R,0.0,laffite,Jacques,Laffite,21-11-1943,French,williams,Williams,British,17,15,Gearbox,Buenos Aires,Argentina,-34.6943,-58.4593,0
9584,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,3.0,11.0,11,0.0,scheckter,Jody,Scheckter,29-01-1950,South African,tyrrell,Tyrrell,British,9,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
9720,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,6.0,8.0,8,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,team_lotus,Team Lotus,British,18,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
9739,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,22.0,10.0,10,0.0,hill,Graham,Hill,15-02-1929,British,lola,Lola,British,21,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
9995,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,9.0,9.0,9,0.0,brambilla,Vittorio,Brambilla,11-11-1937,Italian,march,March,British,12,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
10259,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,28.0,7.0,7,0.0,donohue,Mark,Donohue,18-03-1937,American,penske,Penske,American,16,52,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
12231,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,5.0,,R,0.0,peterson,Ronnie,Peterson,14-02-1944,Swedish,team_lotus,Team Lotus,British,11,15,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
12328,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,8.0,,R,0.0,pace,Carlos,Pace,06-10-1944,Brazilian,brabham,Brabham,British,2,46,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
12783,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,14.0,,R,0.0,wilds,Mike,Wilds,07-01-1946,British,brm,BRM,British,22,24,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
13924,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,23.0,13.0,13,0.0,stommelen,Rolf,Stommelen,11-07-1943,German,lola,Lola,British,19,51,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
15790,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,30.0,,R,0.0,wilson_fittipaldi,Wilson,Fittipaldi,25-12-1943,Brazilian,fittipaldi,Fittipaldi,Brazilian,23,12,Accident,Buenos Aires,Argentina,-34.6943,-58.4593,0
16491,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,20.0,,N,0.0,merzario,Arturo,Merzario,11-03-1943,Italian,williams,Williams,British,20,44,Not classified,Buenos Aires,Argentina,-34.6943,-58.4593,0
18319,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,17.0,,W,0.0,jarier,Jean-Pierre,Jarier,10-07-1946,French,shadow-ford,Shadow-Ford,British,1,0,Transmission,Buenos Aires,Argentina,-34.6943,-58.4593,0
18320,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,16.0,12.0,12,0.0,pryce,Tom,Pryce,11-06-1949,British,shadow-ford,Shadow-Ford,British,14,51,Transmission,Buenos Aires,Argentina,-34.6943,-58.4593,0
18322,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,27.0,,R,0.0,mario_andretti,Mario,Andretti,28-02-1940,American,parnelli,Parnelli,American,10,27,Transmission,Buenos Aires,Argentina,-34.6943,-58.4593,0
18473,1975,1,Argentine Grand Prix,12-01-1975,galvez,AutÌ_dromo Juan y Oscar GÌÁlvez,2.0,14.0,14,0.0,mass,Jochen,Mass,30-09-1946,German,mclaren,McLaren,British,13,50,+3 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,1
1959,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,2.0,3.0,3,4.0,mass,Jochen,Mass,30-09-1946,German,mclaren,McLaren,British,10,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
1960,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,1.0,2.0,2,6.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,mclaren,McLaren,British,2,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
2815,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,12.0,5.0,5,2.0,lauda,Niki,Lauda,22-02-1949,Austrian,ferrari,Ferrari,Italian,4,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
2816,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,11.0,4.0,4,3.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,5,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
4995,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,6.0,9.0,9,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,team_lotus,Team Lotus,British,12,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
5111,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,7.0,8.0,8,0.0,reutemann,Carlos,Reutemann,12-04-1942,Argentine,brabham,Brabham,British,3,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
5112,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,8.0,1.0,1,9.0,pace,Carlos,Pace,06-10-1944,Brazilian,brabham,Brabham,British,6,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
5294,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,24.0,6.0,6,1.0,hunt,James,Hunt,29-08-1947,British,hesketh,Hesketh,British,7,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
5305,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,18.0,10.0,10,0.0,watson,John,Watson,04-05-1946,British,surtees,Surtees,British,13,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
5464,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,27.0,7.0,7,0.0,mario_andretti,Mario,Andretti,28-02-1940,American,parnelli,Parnelli,American,18,40,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
7718,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,21.0,11.0,11,0.0,laffite,Jacques,Laffite,21-11-1943,French,williams,Williams,British,11,39,+1 Lap,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
9737,1975,2,Brazilian Grand Prix,26-01-1975,interlagos,AutÌ_dromo JosÌ© Carlos Pace,23.0,14.0,14,0.0,stommelen,Rolf,Stommelen,11-07-1943,German,lola,Lola,British,23,39,+1 Lap,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
