Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
74,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,17.0,10.0,10,0.0,button,Jenson,Button,19-01-1980,British,bar,BAR,British,8,58,Finished,Melbourne,Australia,-37.8497,144.968,0
75,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,16.0,9.0,9,0.0,villeneuve,Jacques,Villeneuve,09-04-1971,Canadian,bar,BAR,British,6,58,Finished,Melbourne,Australia,-37.8497,144.968,0
149,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,7.0,5.0,5,4.0,trulli,Jarno,Trulli,13-07-1974,Italian,renault,Renault,French,12,58,Finished,Melbourne,Australia,-37.8497,144.968,0
150,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,8.0,7.0,7,2.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,10,58,Finished,Melbourne,Australia,-37.8497,144.968,0
816,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,4.0,8.0,8,1.0,ralf_schumacher,Ralf,Schumacher,30-06-1975,German,williams,Williams,British,9,58,Finished,Melbourne,Australia,-37.8497,144.968,0
817,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,3.0,2.0,2,8.0,montoya,Juan,Pablo Montoya,20-09-1975,Colombian,williams,Williams,British,3,58,Finished,Melbourne,Australia,-37.8497,144.968,0
1446,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,6.0,3.0,3,6.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,mclaren,McLaren,British,15,58,Finished,Melbourne,Australia,-37.8497,144.968,1
1447,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,5.0,1.0,1,10.0,coulthard,David,Coulthard,27-03-1971,British,mclaren,McLaren,British,11,58,Finished,Melbourne,Australia,-37.8497,144.968,1
2043,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,1.0,4.0,4,5.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,ferrari,Ferrari,Italian,1,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3881,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,10.0,6.0,6,3.0,frentzen,Heinz-Harald,Frentzen,18-05-1967,German,sauber,Sauber,Swiss,4,58,Finished,Melbourne,Australia,-37.8497,144.968,0
8330,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,19.0,11.0,11,0.0,verstappen,Jos,Verstappen,04-03-1972,Dutch,minardi,Minardi,Italian,20,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
14775,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,9.0,,R,0.0,heidfeld,Nick,Heidfeld,10-05-1977,German,sauber,Sauber,Swiss,7,20,Suspension,Melbourne,Australia,-37.8497,144.968,0
15188,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,2.0,,R,0.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,ferrari,Ferrari,Italian,2,5,Accident,Melbourne,Australia,-37.8497,144.968,0
21362,2003,1,Australian Grand Prix,09-03-2003,albert_park,Albert Park Grand Prix Circuit,18.0,,R,0.0,wilson,Justin,Wilson,31-07-1978,British,minardi,Minardi,Italian,19,16,Radiator,Melbourne,Australia,-37.8497,144.968,0
153,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,8.0,3.0,3,6.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,1,56,Finished,Kuala Lumpur,Malaysia,2.76083,101.738,0
821,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,4.0,4.0,4,5.0,ralf_schumacher,Ralf,Schumacher,30-06-1975,German,williams,Williams,British,17,56,Finished,Kuala Lumpur,Malaysia,2.76083,101.738,0
1453,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,6.0,1.0,1,10.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,mclaren,McLaren,British,7,56,Finished,Kuala Lumpur,Malaysia,2.76083,101.738,2
2052,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,2.0,2.0,2,8.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,ferrari,Ferrari,Italian,5,56,Finished,Kuala Lumpur,Malaysia,2.76083,101.738,0
7234,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,17.0,7.0,7,2.0,button,Jenson,Button,19-01-1980,British,bar,BAR,British,9,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
7295,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,7.0,5.0,5,4.0,trulli,Jarno,Trulli,13-07-1974,Italian,renault,Renault,French,2,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
7927,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,1.0,6.0,6,3.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,ferrari,Ferrari,Italian,3,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
8162,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,12.0,10.0,10,0.0,firman,Ralph,Firman,20-05-1975,Irish,jordan,Jordan,Irish,20,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
8256,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,21.0,11.0,11,0.0,matta,Cristiano,da Matta,19-09-1973,Brazilian,toyota,Toyota,Japanese,11,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
8766,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,9.0,8.0,8,1.0,heidfeld,Nick,Heidfeld,10-05-1977,German,sauber,Sauber,Swiss,6,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
8767,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,10.0,9.0,9,0.0,frentzen,Heinz-Harald,Frentzen,18-05-1967,German,sauber,Sauber,Swiss,13,55,+1 Lap,Kuala Lumpur,Malaysia,2.76083,101.738,0
14634,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,18.0,,R,0.0,wilson,Justin,Wilson,31-07-1978,British,minardi,Minardi,Italian,19,41,Mechanical,Kuala Lumpur,Malaysia,2.76083,101.738,0
16910,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,19.0,13.0,13,0.0,verstappen,Jos,Verstappen,04-03-1972,Dutch,minardi,Minardi,Italian,18,52,+4 Laps,Kuala Lumpur,Malaysia,2.76083,101.738,0
17215,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,16.0,,R,0.0,villeneuve,Jacques,Villeneuve,09-04-1971,Canadian,bar,BAR,British,12,0,Electrical,Kuala Lumpur,Malaysia,2.76083,101.738,0
17252,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,5.0,,R,0.0,coulthard,David,Coulthard,27-03-1971,British,mclaren,McLaren,British,4,2,Electrical,Kuala Lumpur,Malaysia,2.76083,101.738,2
17303,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,11.0,,R,0.0,fisichella,Giancarlo,Fisichella,14-01-1973,Italian,jordan,Jordan,Irish,14,0,Electrical,Kuala Lumpur,Malaysia,2.76083,101.738,0
18462,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,3.0,12.0,12,0.0,montoya,Juan,Pablo Montoya,20-09-1975,Colombian,williams,Williams,British,8,53,+3 Laps,Kuala Lumpur,Malaysia,2.76083,101.738,0
19181,2003,2,Malaysian Grand Prix,23-03-2003,sepang,Sepang International Circuit,20.0,,R,0.0,panis,Olivier,Panis,02-09-1966,French,toyota,Toyota,Japanese,10,12,Fuel pressure,Kuala Lumpur,Malaysia,2.76083,101.738,0
105,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,16.0,6.0,6,3.0,villeneuve,Jacques,Villeneuve,09-04-1971,Canadian,bar,BAR,British,13,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
172,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,7.0,8.0,8,1.0,trulli,Jarno,Trulli,13-07-1974,Italian,renault,Renault,French,5,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
173,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,8.0,3.0,3,6.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,10,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
868,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,4.0,7.0,7,2.0,ralf_schumacher,Ralf,Schumacher,30-06-1975,German,williams,Williams,British,6,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
1512,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,6.0,2.0,2,8.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,mclaren,McLaren,British,4,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,2
1513,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,5.0,4.0,4,5.0,coulthard,David,Coulthard,27-03-1971,British,mclaren,McLaren,British,2,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,2
3105,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,11.0,1.0,1,10.0,fisichella,Giancarlo,Fisichella,14-01-1973,Italian,jordan,Jordan,Irish,8,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
3895,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,10.0,5.0,5,4.0,frentzen,Heinz-Harald,Frentzen,18-05-1967,German,sauber,Sauber,Swiss,14,54,Finished,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
6740,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,20.0,,R,0.0,panis,Olivier,Panis,02-09-1966,French,toyota,Toyota,Japanese,15,18,Collision,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
8265,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,21.0,10.0,10,0.0,matta,Cristiano,da Matta,19-09-1973,Brazilian,toyota,Toyota,Japanese,18,53,+1 Lap,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
10682,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,19.0,,R,0.0,verstappen,Jos,Verstappen,04-03-1972,Dutch,minardi,Minardi,Italian,19,31,Spun off,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
10683,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,18.0,,R,0.0,wilson,Justin,Wilson,31-07-1978,British,minardi,Minardi,Italian,20,16,Spun off,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
11846,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,9.0,,R,0.0,heidfeld,Nick,Heidfeld,10-05-1977,German,sauber,Sauber,Swiss,12,8,Engine,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
14738,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,12.0,,R,0.0,firman,Ralph,Firman,20-05-1975,Irish,jordan,Jordan,Irish,16,18,Suspension,SÌ£o Paulo,Brazil,-23.7036,-46.6997,1
15055,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,17.0,,R,0.0,button,Jenson,Button,19-01-1980,British,bar,BAR,British,11,33,Accident,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
15107,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,3.0,,R,0.0,montoya,Juan,Pablo Montoya,20-09-1975,Colombian,williams,Williams,British,9,25,Accident,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
15190,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,1.0,,R,0.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,ferrari,Ferrari,Italian,7,27,Accident,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
15392,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,14.0,9.0,9,0.0,webber,Mark,Webber,27-08-1976,Australian,jaguar,Jaguar,British,3,53,Accident,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
15393,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,15.0,,R,0.0,pizzonia,AntÌ«nio,Pizzonia,11-09-1980,Brazilian,jaguar,Jaguar,British,17,25,Accident,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
19568,2003,3,Brazilian Grand Prix,06-04-2003,interlagos,AutÌ_dromo JosÌ© Carlos Pace,2.0,,R,0.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,ferrari,Ferrari,Italian,1,47,Fuel system,SÌ£o Paulo,Brazil,-23.7036,-46.6997,0
185,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,8.0,6.0,6,3.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,8,62,Finished,Imola,Italy,44.3439,11.7167,0
889,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,4.0,4.0,4,5.0,ralf_schumacher,Ralf,Schumacher,30-06-1975,German,williams,Williams,British,2,62,Finished,Imola,Italy,44.3439,11.7167,0
890,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,3.0,7.0,7,2.0,montoya,Juan,Pablo Montoya,20-09-1975,Colombian,williams,Williams,British,4,62,Finished,Imola,Italy,44.3439,11.7167,0
1538,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,6.0,2.0,2,8.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,mclaren,McLaren,British,6,62,Finished,Imola,Italy,44.3439,11.7167,2
1539,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,5.0,5.0,5,4.0,coulthard,David,Coulthard,27-03-1971,British,mclaren,McLaren,British,12,62,Finished,Imola,Italy,44.3439,11.7167,2
2185,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,2.0,3.0,3,6.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,ferrari,Ferrari,Italian,3,62,Finished,Imola,Italy,44.3439,11.7167,1
2186,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,1.0,1.0,1,10.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,ferrari,Ferrari,Italian,1,62,Finished,Imola,Italy,44.3439,11.7167,1
7250,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,17.0,8.0,8,1.0,button,Jenson,Button,19-01-1980,British,bar,BAR,British,9,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
7298,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,7.0,13.0,13,0.0,trulli,Jarno,Trulli,13-07-1974,Italian,renault,Renault,French,16,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
8274,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,21.0,12.0,12,0.0,matta,Cristiano,da Matta,19-09-1973,Brazilian,toyota,Toyota,Japanese,13,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
8275,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,20.0,9.0,9,0.0,panis,Olivier,Panis,02-09-1966,French,toyota,Toyota,Japanese,10,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
8799,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,9.0,10.0,10,0.0,heidfeld,Nick,Heidfeld,10-05-1977,German,sauber,Sauber,Swiss,11,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
8800,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,10.0,11.0,11,0.0,frentzen,Heinz-Harald,Frentzen,18-05-1967,German,sauber,Sauber,Swiss,14,61,+1 Lap,Imola,Italy,44.3439,11.7167,0
11253,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,16.0,,R,0.0,villeneuve,Jacques,Villeneuve,09-04-1971,Canadian,bar,BAR,British,7,19,Engine,Imola,Italy,44.3439,11.7167,0
13513,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,15.0,14.0,14,0.0,pizzonia,AntÌ«nio,Pizzonia,11-09-1980,Brazilian,jaguar,Jaguar,British,15,60,+2 Laps,Imola,Italy,44.3439,11.7167,0
16074,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,11.0,15.0,15,0.0,fisichella,Giancarlo,Fisichella,14-01-1973,Italian,jordan,Jordan,Irish,17,57,+5 Laps,Imola,Italy,44.3439,11.7167,1
17323,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,19.0,,R,0.0,verstappen,Jos,Verstappen,04-03-1972,Dutch,minardi,Minardi,Italian,20,38,Electrical,Imola,Italy,44.3439,11.7167,0
19211,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,14.0,,R,0.0,webber,Mark,Webber,27-08-1976,Australian,jaguar,Jaguar,British,5,54,Driveshaft,Imola,Italy,44.3439,11.7167,0
21812,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,12.0,,R,0.0,firman,Ralph,Firman,20-05-1975,Irish,jordan,Jordan,Irish,19,51,Oil line,Imola,Italy,44.3439,11.7167,1
21825,2003,4,San Marino Grand Prix,20-04-2003,imola,Autodromo Enzo e Dino Ferrari,18.0,,R,0.0,wilson,Justin,Wilson,31-07-1978,British,minardi,Minardi,Italian,18,23,Fuel rig,Imola,Italy,44.3439,11.7167,0
158,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,8.0,2.0,2,8.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,3,65,Finished,MontmelÌ_,Spain,41.57,2.26111,0
828,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,3.0,4.0,4,5.0,montoya,Juan,Pablo Montoya,20-09-1975,Colombian,williams,Williams,British,9,65,Finished,MontmelÌ_,Spain,41.57,2.26111,0
2064,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,2.0,3.0,3,6.0,barrichello,Rubens,Barrichello,23-05-1972,Brazilian,ferrari,Ferrari,Italian,2,65,Finished,MontmelÌ_,Spain,41.57,2.26111,2
2065,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,1.0,1.0,1,10.0,michael_schumacher,Michael,Schumacher,03-01-1969,German,ferrari,Ferrari,Italian,1,65,Finished,MontmelÌ_,Spain,41.57,2.26111,2
5909,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,20.0,,R,0.0,panis,Olivier,Panis,02-09-1966,French,toyota,Toyota,Japanese,6,41,Gearbox,MontmelÌ_,Spain,41.57,2.26111,0
6464,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,7.0,,R,0.0,trulli,Jarno,Trulli,13-07-1974,Italian,renault,Renault,French,4,0,Collision,MontmelÌ_,Spain,41.57,2.26111,0
6592,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,6.0,,R,0.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,mclaren,McLaren,British,20,0,Collision,MontmelÌ_,Spain,41.57,2.26111,2
6593,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,5.0,,R,0.0,coulthard,David,Coulthard,27-03-1971,British,mclaren,McLaren,British,8,17,Collision,MontmelÌ_,Spain,41.57,2.26111,2
7631,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,4.0,5.0,5,4.0,ralf_schumacher,Ralf,Schumacher,30-06-1975,German,williams,Williams,British,7,64,+1 Lap,MontmelÌ_,Spain,41.57,2.26111,0
8260,2003,5,Spanish Grand Prix,04-05-2003,catalunya,Circuit de Barcelona-Catalunya,21.0,6.0,6,3.0,matta,Cristiano,da Matta,19-09-1973,Brazilian,toyota,Toyota,Japanese,13,64,+1 Lap,MontmelÌ_,Spain,41.57,2.26111,0
