ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
6505,24,2,5,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,34.0,1,1,9.0,fangio,Juan,Fangio,24-06-2011,Argentine,alfa,Alfa Romeo,Italian,1,100,Finished,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
6565,25,2,7,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,40.0,2,2,6.0,ascari,Alberto,Ascari,13-07-2018,Italian,ferrari,Ferrari,Italian,7,99,+1 Lap,,Monte-Carlo,Monaco,43.7347,7.42056
6645,26,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,48.0,3,3,4.0,chiron,Louis,Chiron,1899-08-03,Monegasque,maserati,Maserati,Italian,8,98,+2 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6743,27,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,42.0,4,4,3.0,sommer,Raymond,Sommer,31-08-2006,French,ferrari,Ferrari,Italian,9,97,+3 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6766,28,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,50.0,5,5,2.0,bira,Prince,Bira,15-07-2014,Thai,maserati,Maserati,Italian,15,95,+5 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6852,29,2,61,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,26.0,6,6,0.0,gerard,Bob,Gerard,19-01-2014,British,era,ERA,British,16,94,+6 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
6905,30,2,10,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,6.0,7,7,0.0,claes,Johnny,Claes,11-08-2016,Belgian,lago,Talbot-Lago,French,19,94,+6 Laps,,Monte-Carlo,Monaco,43.7347,7.42056
7020,31,2,30,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,38.0,8,R,0.0,villoresi,Luigi,Villoresi,16-05-2009,Italian,ferrari,Ferrari,Italian,6,63,Axle,,Monte-Carlo,Monaco,43.7347,7.42056
7054,32,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,14.0,9,R,0.0,etancelin,Philippe,Ã‰tancelin,1896-12-28,French,lago,Talbot-Lago,French,4,38,Oil leak,,Monte-Carlo,Monaco,43.7347,7.42056
7118,33,2,85,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,2.0,10,R,0.0,gonzalez,JosÃ© FroilÃ¡n,Gonzalez,05-10-2022,Argentine,maserati,Maserati,Italian,3,1,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7174,34,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,32.0,11,R,0.0,farina,Nino,Farina,30-10-2006,Italian,alfa,Alfa Romeo,Italian,2,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7240,35,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,36.0,12,R,0.0,fagioli,Luigi,Fagioli,1898-06-09,Italian,alfa,Alfa Romeo,Italian,5,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7335,36,2,11,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,16.0,13,R,0.0,rosier,Louis,Rosier,05-11-2005,French,lago,Talbot-Lago,French,10,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7386,37,2,16,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,10.0,14,R,0.0,manzon,Robert,Manzon,12-04-2017,French,simca,Simca,French,11,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7423,38,2,19,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,52.0,15,R,0.0,graffenried,Toulo,de Graffenried,18-05-2014,Swiss,maserati,Maserati,Italian,12,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7536,39,2,86,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,12.0,16,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,simca,Simca,French,13,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7575,40,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,24.0,17,R,0.0,harrison,Cuth,Harrison,06-07-2006,British,era,ERA,British,14,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7653,41,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,44.0,18,R,0.0,rol,Franco,Rol,05-06-2008,Italian,maserati,Maserati,Italian,17,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
7722,42,2,19,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,8.0,19,R,0.0,schell,Harry,Schell,29-06-2021,American,cooper,Cooper,British,20,0,Collision,,Monte-Carlo,Monaco,43.7347,7.42056
7784,43,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,28.0,20,W,0.0,whitehead,Peter,Whitehead,12-11-2014,British,ferrari,Ferrari,Italian,21,0,Engine,,Monte-Carlo,Monaco,43.7347,7.42056
7820,44,2,2,1950,2,Monaco Grand Prix,21-05-1950,monaco,Circuit de Monaco,4.0,21,W,0.0,pian,Alfredo,PiÃ¡n,21-10-2012,Argentine,maserati,Maserati,Italian,18,0,Accident,,Monte-Carlo,Monaco,43.7347,7.42056
8074,1,1,4,1950,1,British Grand Prix,13-05-1950,silverstone,Silverstone Circuit,2.0,1,1,9.0,farina,Nino,Farina,30-10-2006,Italian,alfa,Alfa Romeo,Italian,1,70,Finished,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
