Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
3039,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,16.0,2.0,2,6.0,musso,Luigi,Musso,28-07-1924,Italian,ferrari,Ferrari,Italian,5,80,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
3040,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,20.0,3.0,3,4.0,hawthorn,Mike,Hawthorn,10-04-1929,British,ferrari,Ferrari,Italian,2,80,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
5695,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,14.0,1.0,1,8.0,moss,Stirling,Moss,17-09-1929,British,cooper,Cooper,British,7,80,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,1
5697,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,2.0,4.0,4,4.0,fangio,Juan,Fangio,24-06-1911,Argentine,maserati,Maserati,Italian,1,80,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
14389,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,4.0,5.0,5,2.0,behra,Jean,Behra,16-02-1921,French,maserati,Maserati,Italian,4,78,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
16220,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,10.0,8.0,8,0.0,godia,Paco,Godia,21-03-1921,Spanish,maserati,Maserati,Italian,9,75,+5 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
16374,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,18.0,,R,0.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,3,0,Halfshaft,Buenos Aires,Argentina,-34.6943,-58.4593,0
17205,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,6.0,7.0,7,0.0,menditeguy,Carlos,Menditeguy,10-08-1914,Argentine,maserati,Maserati,Italian,6,76,+4 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
19079,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,8.0,6.0,6,0.0,schell,Harry,Schell,29-06-1921,American,maserati,Maserati,Italian,8,77,+3 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
20936,1958,1,Argentine Grand Prix,19-01-1958,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,12.0,9.0,9,0.0,gould,Horace,Gould,20-09-1918,British,maserati,Maserati,Italian,10,71,+9 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
3030,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,34.0,2.0,2,6.0,musso,Luigi,Musso,28-07-1924,Italian,ferrari,Ferrari,Italian,10,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,0
3031,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,36.0,3.0,3,4.0,collins,Peter,Collins,06-11-1931,British,ferrari,Ferrari,Italian,9,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,0
5687,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,20.0,1.0,1,8.0,trintignant,Maurice,Trintignant,30-10-1917,French,cooper,Cooper,British,5,100,Finished,Monte-Carlo,Monaco,43.7347,7.42056,2
6438,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,18.0,,R,0.0,salvadori,Roy,Salvadori,12-05-1922,British,cooper,Cooper,British,4,56,Gearbox,Monte-Carlo,Monaco,43.7347,7.42056,2
11673,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,40.0,,R,0.0,trips,Wolfgang,von Trips,04-05-1928,German,ferrari,Ferrari,Italian,11,91,Engine,Monte-Carlo,Monaco,43.7347,7.42056,0
12939,1958,2,Monaco Grand Prix,18-05-1958,monaco,Circuit de Monaco,46.0,,R,0.0,scarlatti,Giorgio,Scarlatti,02-10-1921,Italian,maserati,Maserati,Italian,14,28,Engine,Monte-Carlo,Monaco,43.7347,7.42056,0
