Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
2923,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,6.0,1.0,1,9.0,mario_andretti,Mario,Andretti,28-02-1940,American,ferrari,Ferrari,Italian,4,79,Finished,Midrand,South Africa,-25.9894,28.0767,1
2924,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,5.0,3.0,3,4.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,3,79,Finished,Midrand,South Africa,-25.9894,28.0767,1
4814,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,9.0,2.0,2,6.0,stewart,Jackie,Stewart,11-06-1939,British,tyrrell,Tyrrell,British,1,79,Finished,Midrand,South Africa,-25.9894,28.0767,0
5476,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,3.0,4.0,4,3.0,wisell,Reine,Wisell,30-09-1941,Swedish,lotus-ford,Lotus-Ford,British,14,79,Finished,Midrand,South Africa,-25.9894,28.0767,0
6338,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,20.0,,R,0.0,surtees,John,Surtees,11-02-1934,British,surtees,Surtees,British,6,56,Gearbox,Midrand,South Africa,-25.9894,28.0767,0
7918,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,11.0,6.0,6,1.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren,McLaren,British,7,78,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
8060,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,4.0,8.0,8,0.0,ickx,Jacky,Ickx,01-01-1945,Belgian,ferrari,Ferrari,Italian,8,78,+1 Lap,Midrand,South Africa,-25.9894,28.0767,1
10139,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,28.0,7.0,7,0.0,redman,Brian,Redman,09-03-1937,British,surtees,Surtees,British,17,78,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
10277,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,19.0,5.0,5,2.0,amon,Chris,Amon,20-07-1943,New Zealander,matra,Matra,French,2,78,+1 Lap,Midrand,South Africa,-25.9894,28.0767,0
12338,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,15.0,,R,0.0,charlton,Dave,Charlton,27-10-1936,South African,brabham,Brabham,British,16,31,Engine,Midrand,South Africa,-25.9894,28.0767,0
12339,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,25.0,,R,0.0,pretorius,Jackie,Pretorius,22-11-1934,South African,brabham,Brabham,British,20,22,Engine,Midrand,South Africa,-25.9894,28.0767,0
12785,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,26.0,,R,0.0,roig,Alex,Soler-Roig,29-10-1932,Spanish,march-ford,March-Ford,British,25,5,Engine,Midrand,South Africa,-25.9894,28.0767,0
12796,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,2.0,,R,0.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,lotus-ford,Lotus-Ford,British,5,58,Engine,Midrand,South Africa,-25.9894,28.0767,0
13966,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,14.0,9.0,9,0.0,hill,Graham,Hill,15-02-1929,British,brabham,Brabham,British,19,77,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
14196,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,21.0,12.0,12,0.0,stommelen,Rolf,Stommelen,11-07-1943,German,surtees,Surtees,British,15,77,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
14285,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,7.0,10.0,10,0.0,peterson,Ronnie,Peterson,14-02-1944,Swedish,march-ford,March-Ford,British,13,77,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
14286,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,22.0,11.0,11,0.0,pescarolo,Henri,Pescarolo,25-09-1942,French,march-ford,March-Ford,British,18,77,+2 Laps,Midrand,South Africa,-25.9894,28.0767,0
14704,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,23.0,,R,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,mclaren,McLaren,British,23,5,Suspension,Midrand,South Africa,-25.9894,28.0767,0
15505,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,10.0,,R,0.0,cevert,FranÌ¤ois,Cevert,25-02-1944,French,tyrrell,Tyrrell,British,9,45,Accident,Midrand,South Africa,-25.9894,28.0767,0
16303,1971,1,South African Grand Prix,06-03-1971,kyalami,Kyalami,16.0,,R,0.0,rodriguez,Pedro,RodrÌ_guez,18-01-1940,Mexican,brm,BRM,British,10,33,Overheating,Midrand,South Africa,-25.9894,28.0767,0
