Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
187,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,5.0,4.0,4,5.0,alonso,Fernando,Alonso,29-07-1981,Spanish,renault,Renault,French,11,58,Finished,Melbourne,Australia,-37.8497,144.968,0
625,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,7.0,3.0,3,6.0,rosberg,Nico,Rosberg,27-06-1985,German,williams,Williams,British,7,58,Finished,Melbourne,Australia,-37.8497,144.968,0
1543,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,23.0,5.0,5,4.0,kovalainen,Heikki,Kovalainen,19-10-1981,Finnish,mclaren,McLaren,British,3,58,Finished,Melbourne,Australia,-37.8497,144.968,1
1544,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,22.0,1.0,1,10.0,hamilton,Lewis,Hamilton,07-01-1985,British,mclaren,McLaren,British,1,58,Finished,Melbourne,Australia,-37.8497,144.968,1
4053,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,3.0,2.0,2,8.0,heidfeld,Nick,Heidfeld,10-05-1977,German,bmw_sauber,BMW Sauber,German,5,58,Finished,Melbourne,Australia,-37.8497,144.968,0
6811,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,15.0,,R,0.0,vettel,Sebastian,Vettel,03-07-1987,German,toro_rosso,Toro Rosso,Italian,9,0,Collision,Melbourne,Australia,-37.8497,144.968,0
6903,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,4.0,,R,0.0,kubica,Robert,Kubica,07-12-1984,Polish,bmw_sauber,BMW Sauber,German,2,47,Collision,Melbourne,Australia,-37.8497,144.968,0
7545,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,8.0,6.0,6,3.0,nakajima,Kazuki,Nakajima,11-01-1985,Japanese,williams,Williams,British,13,57,+1 Lap,Melbourne,Australia,-37.8497,144.968,0
11556,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,1.0,8.0,8,1.0,raikkonen,Kimi,RÌ_ikkÌ¦nen,17-10-1979,Finnish,ferrari,Ferrari,Italian,15,53,Engine,Melbourne,Australia,-37.8497,144.968,0
11557,2008,1,Australian Grand Prix,16-03-2008,albert_park,Albert Park Grand Prix Circuit,2.0,,R,0.0,massa,Felipe,Massa,25-04-1981,Brazilian,ferrari,Ferrari,Italian,4,29,Engine,Melbourne,Australia,-37.8497,144.968,0
