ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
8076,255,12,37,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,12.0,1,1,8.0,gonzalez,JosÃ© FroilÃ¡n,Gonzalez,05-10-2022,Argentine,ferrari,Ferrari,Italian,1,90,Finished,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
8130,256,12,13,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,2.0,2,2,6.0,fangio,Juan,Fangio,24-06-2011,Argentine,alfa,Alfa Romeo,Italian,2,90,Finished,,Silverstone,UK,52.0786,-1.01694
8215,257,12,22,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,10.0,3,3,4.0,villoresi,Luigi,Villoresi,16-05-2009,Italian,ferrari,Ferrari,Italian,5,88,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8221,258,12,30,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,4.0,4,4,3.0,bonetto,Felice,Bonetto,09-06-1903,Italian,alfa,Alfa Romeo,Italian,7,87,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8296,259,12,12,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,6.0,5,5,2.0,reg_parnell,Reg,Parnell,02-07-2011,British,brm,BRM,British,20,85,+5 Laps,,Silverstone,UK,52.0786,-1.01694
8361,260,12,12,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,3.0,6,6,0.0,sanesi,Consalvo,Sanesi,28-03-2011,Italian,alfa,Alfa Romeo,Italian,6,84,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8425,261,12,12,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,7.0,7,7,0.0,peter_walker,Peter,Walker,07-10-2012,British,brm,BRM,British,19,84,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8466,262,12,12,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,9.0,8,8,0.0,shawe_taylor,Brian,Shawe Taylor,28-01-2015,British,era,ERA,British,12,84,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8527,263,12,29,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,14.0,9,9,0.0,whitehead,Peter,Whitehead,12-11-2014,British,ferrari,Ferrari,Italian,8,83,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8570,264,12,23,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,22.0,10,10,0.0,rosier,Louis,Rosier,05-11-2005,French,lago,Talbot-Lago,French,9,83,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8604,265,12,28,1951,5,British Grand Prix,14-07-1951,silverstone,Silverstone Circuit,8.0,11,11,0.0,gerard,Bob,Gerard,19-01-2014,British,era,ERA,British,10,82,+8 Laps,,Silverstone,UK,52.0786,-1.01694
