Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
2027,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,17.0,2.0,2,6.0,hulme,Denny,Hulme,18-06-1936,New Zealander,mclaren,McLaren,British,4,95,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
2920,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,9.0,4.0,4,3.0,regazzoni,Clay,Regazzoni,05-09-1939,Swiss,ferrari,Ferrari,Italian,6,95,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
2921,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,8.0,3.0,3,4.0,ickx,Jacky,Ickx,01-01-1945,Belgian,ferrari,Ferrari,Italian,8,95,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
4812,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,21.0,1.0,1,9.0,stewart,Jackie,Stewart,11-06-1939,British,tyrrell,Tyrrell,British,2,95,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,1
5323,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,19.0,5.0,5,2.0,schenken,Tim,Schenken,26-09-1943,Australian,surtees,Surtees,British,11,95,Finished,Buenos Aires,Argentina,-34.6943,-58.4593,0
6108,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,22.0,,R,0.0,cevert,FranÃ§ois,Cevert,25-02-1944,French,tyrrell,Tyrrell,British,17,59,Gearbox,Buenos Aires,Argentina,-34.6943,-58.4593,1
9966,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,14.0,6.0,6,1.0,peterson,Ronnie,Peterson,14-02-1944,Swedish,march,March,British,10,94,+1 Lap,Buenos Aires,Argentina,-34.6943,-58.4593,0
11208,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,5.0,,R,0.0,gethin,Peter,Gethin,21-02-1940,British,brm,BRM,British,18,1,Oil leak,Buenos Aires,Argentina,-34.6943,-58.4593,0
11547,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,18.0,,R,0.0,revson,Peter,Revson,27-02-1939,American,mclaren,McLaren,British,3,49,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
11636,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,10.0,,R,0.0,mario_andretti,Mario,Andretti,28-02-1940,American,ferrari,Ferrari,Italian,9,20,Engine,Buenos Aires,Argentina,-34.6943,-58.4593,0
13962,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,2.0,7.0,7,0.0,reutemann,Carlos,Reutemann,12-04-1942,Argentine,brabham,Brabham,British,1,93,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14080,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,15.0,11.0,11,0.0,lauda,Niki,Lauda,22-02-1949,Austrian,march,March,British,22,93,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14081,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,23.0,8.0,8,0.0,pescarolo,Henri,Pescarolo,25-09-1942,French,march,March,British,15,93,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14277,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,3.0,9.0,9,0.0,ganley,Howden,Ganley,24-12-1941,New Zealander,brm,BRM,British,13,93,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14278,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,7.0,10.0,10,0.0,marko,Helmut,Marko,27-04-1943,Austrian,brm,BRM,British,19,93,+2 Laps,Buenos Aires,Argentina,-34.6943,-58.4593,0
14853,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,11.0,,R,0.0,emerson_fittipaldi,Emerson,Fittipaldi,12-12-1946,Brazilian,team_lotus,Team Lotus,British,5,61,Suspension,Buenos Aires,Argentina,-34.6943,-58.4593,0
15834,1972,1,Argentine Grand Prix,23-01-1972,galvez,AutÃ_dromo Juan y Oscar GÃ¡lvez,6.0,,R,0.0,roig,Alex,Soler-Roig,29-10-1932,Spanish,brm,BRM,British,21,1,Accident,Buenos Aires,Argentina,-34.6943,-58.4593,0
