Id,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverRef,givenName,familyName,dateOfBirth,nationality,constructorRef,name_x,nationality.1,results.grid,results.laps,results.status,location,country,lat,lng,wins
1242,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,3.0,1.0,1,25.0,button,Jenson,Button,19-01-1980,British,mclaren,McLaren,British,2,58,Finished,Melbourne,Australia,-37.8497,144.968,1
1243,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,4.0,3.0,3,15.0,hamilton,Lewis,Hamilton,07-01-1985,British,mclaren,McLaren,British,1,58,Finished,Melbourne,Australia,-37.8497,144.968,1
2203,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,5.0,5.0,5,10.0,alonso,Fernando,Alonso,29-07-1981,Spanish,ferrari,Ferrari,Italian,12,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3291,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,8.0,12.0,12,0.0,rosberg,Nico,Rosberg,27-06-1985,German,mercedes,Mercedes,German,7,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3599,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,16.0,9.0,9,2.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,toro_rosso,Toro Rosso,Italian,10,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3600,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,17.0,11.0,11,0.0,vergne,Jean-Ã‰ric,Vergne,25-04-1990,French,toro_rosso,Toro Rosso,Italian,11,58,Finished,Melbourne,Australia,-37.8497,144.968,0
3760,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,11.0,10.0,10,1.0,resta,Paul,di Resta,16-04-1986,British,force_india,Force India,Indian,15,58,Finished,Melbourne,Australia,-37.8497,144.968,0
4000,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,14.0,6.0,6,8.0,kobayashi,Kamui,Kobayashi,13-09-1986,Japanese,sauber,Sauber,Swiss,13,58,Finished,Melbourne,Australia,-37.8497,144.968,0
4001,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,15.0,8.0,8,4.0,perez,Sergio,PÃ©rez,26-01-1990,Mexican,sauber,Sauber,Swiss,22,58,Finished,Melbourne,Australia,-37.8497,144.968,0
4147,2012,1,Australian Grand Prix,18-03-2012,albert_park,Albert Park Grand Prix Circuit,2.0,4.0,4,12.0,webber,Mark,Webber,27-08-1976,Australian,red_bull,Red Bull,Austrian,5,58,Finished,Melbourne,Australia,-37.8497,144.968,0
