ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
8064,685,29,31,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,5.0,1,1,8.5,ascari,Alberto,Ascari,13-07-2018,Italian,ferrari,Ferrari,Italian,1,90,Finished,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
8131,686,29,30,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,23.0,2,2,6.0,fangio,Juan,Fangio,24-06-2011,Argentine,maserati,Maserati,Italian,4,90,Finished,,Silverstone,UK,52.0786,-1.01694
8175,687,29,42,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,6.0,3,3,4.0,farina,Nino,Farina,30-10-2006,Italian,ferrari,Ferrari,Italian,5,88,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8236,688,29,35,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,24.0,4,4,3.5,gonzalez,JosÃ© FroilÃ¡n,Gonzalez,05-10-2022,Argentine,maserati,Maserati,Italian,2,88,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8287,689,29,67,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,8.0,5,5,2.0,hawthorn,Mike,Hawthorn,10-04-2029,British,ferrari,Ferrari,Italian,3,87,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8324,690,29,29,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,25.0,6,6,0.0,bonetto,Felice,Bonetto,09-06-1903,Italian,maserati,Maserati,Italian,16,82,+8 Laps,,Silverstone,UK,52.0786,-1.01694
8379,691,29,33,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,10.0,7,7,0.0,bira,Prince,Bira,15-07-2014,Thai,connaught,Connaught,British,19,82,+8 Laps,,Silverstone,UK,52.0786,-1.01694
8476,692,29,37,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,16.0,8,8,0.0,wharton,Ken,Wharton,21-03-2016,British,cooper,Cooper,British,11,80,+10 Laps,,Silverstone,UK,52.0786,-1.01694
8528,693,29,29,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,20.0,9,9,0.0,whitehead,Peter,Whitehead,12-11-2014,British,cooper,Cooper,British,14,79,+11 Laps,,Silverstone,UK,52.0786,-1.01694
8571,694,29,30,1953,6,British Grand Prix,18-07-1953,silverstone,Silverstone Circuit,9.0,10,10,0.0,rosier,Louis,Rosier,05-11-2005,French,ferrari,Ferrari,Italian,24,78,+12 Laps,,Silverstone,UK,52.0786,-1.01694
